text,label
"Indiako ozeanoa Lurreko hirugarren itsasoa da zabaleraz: 75.000.000 km². Iparraldean Asia du, hegoaldean Antartika, mendebalean Afrika, eta ekialdean Australia. Batez besteko sakonera 4.210 metrokoa da. Gehienekoa, berriz, 7.450 m, Javako osinean.",wiki
"Ingalaterra Erresuma Batua osatzen duten lau lurraldeetako handiena da; beste zatiak Ipar Irlanda, Eskozia eta Gales dira. Londres da Ingalaterrako eta Erresuma Batuko hiriburua eta hiri handiena.
Askotan, Ingalaterra izena erabiltzen da Erresuma Batuari buruz hitz egiteko, baina gaizki erabilita dago, herrialde horretako nazio edo lurralde bat besterik ez baita.",txiki
"Ingalaterra Erresuma Batua sortzen duten herrialdeetako handiena da, uharteko hegoaldearen bi herenak baino gehiago hartzen baitu (130.395 km2) eta populazio osoaren % 83 (50.690.000 biztanle 2006an, 54.786.300 2015ean) baitauka. Halaber, pisu ekonomiko nagusia darama, BPGaren % 85arekin.
Nazioarteko historian, ikaragarrizko eragina eduki du, bai ekonomiaz, Britainiar Inperioaren bidez, baita kulturaz ere, bertako hizkuntza (ingelesa) planeta osoan hedatuena eta garrantzitsuena izanda. Askotan Erresuma Batua izendatzeko erabiltzen da, baino desegokiro. Herrialdeko beste nazioekin (Gales eta Eskozia) eta Irlandarekin ez du beti harreman historiko onik izan.",wiki
"Inn Europa erdialdean dagoen ibai bat da. Suitza, Austria eta Alemania zeharkatzen ditu.",txiki
"Inn Europako ibaia da, Engadin/Engiadinako ibarrean (Grischun, Suitza) sortzen dena eta Danubiorekin bat egiten duena Passau udalerrian (Alemania).
""Engiadina"" erromantxerazko izenak ""Inn ibaiaren lorategia"" esan nahi du.",wiki
"Ipar hemisferioa Lurrean Ipar polotik Ekuatorera iristen den zatia da. Edo, bestela esanda, Ekuatoretik iparraldera dagoen zatia. 
Europa eta Asia osorik sartuta daude Ipar hemisferioaren barruan; baita Ipar Amerika eta Erdiko Amerika osoa ere, Amazonas eskualdea eta Afrikaren zati handi bat ere. Guztien artean, lehorreko lurren bi heren daude hemisferio honetan (zatirik handiena, beraz), eta hemisferioaren %40 estaltzen dute.
Munduko biztanleriaren %80 bizi dira Ipar hemisferioan, Txinan eta Indian batez ere. Herrialde industrializatu eta aberats gehienak daude hemisferio honetan; horregatik ""Munduko Iparraldea"" herrialde aberatsen sinonimotzat hartzen da.
Urtaroak Hego hemisferioaren alderantziz gertatzen dira: Ipar hemisferioan, uda ekainetik irailera bitartean izaten da, eta negua abendutik martxora bitartean. Hego hemisferioan, alderantziz izaten da.

English
Español
Français",txiki
"Ipar hemisferioa edozein planetaren —baina bereziki Lurraren— iparraldeko erdia da, hau da, Ekuatoretik iparraldera dagoen esfera-erdia.
Lurrari dagokionez, Europa, Ipar Amerika, Erdialdeko Amerika eta ia Asia osoa bertan daude, baita Afrika gehiena eta Hego Amerikako iparraldeak ere.
Munduko biztanleriaren % 90 hor bizi da, eta hemisferiorik aberatsena dela jotzen da, herri industrializatu ia guztiak hortxe baitaude.",wiki
"Ipar Poloa edo Iparburua planeta bateko eskualderik iparraldekoena da; planetaren biraketa-ardatzaren goialdearekin bat egiten duen lekuan dago. Kontrakoa Hego Poloa edo Hegoburua da.
Planeta eta satelite guztiek dituzte bi poloak. Bi poloetatik pasatzen dira planetako meridiano guztiak.

Lur planetako Ipar Poloa Ozeano Artikoan dago. Robert Edwin Peary izan zen Ipar Polora iritsi zen lehen esploratzailea; 1909an iritsi zen, lau inuiten laguntzarekin.",txiki
"Iparburua edo ipar Poloa planeta batean iparralderen dagoen puntua da, biraketa ardatzak planetako iparraldeko lurrazala zeharkatzen duen lekuan.
Lur planetan, ardatz horrek 23.5º-ko makurdura du.
Lurreko iparburua Ozeano Artikoan dago. Robert Edwin Peary estatubatuarra izan zen lehena iparburura heltzen, 1909. urtean, bere aberkide Matthew Hensonekin eta Oatah, Egigingwah, Seegloo eta Ookeah eskimalekin.",wiki
"Iparraldeko Europa kontinente horretako iparraldean dauden herrialdeen multzoa da, ikuspuntu geografikotik begiratuta. 
Ez du muga garbirik, baina, gutxi gorabehera, honako herrialde hauek osatzen dute:

Eskandinaviako herrialdeak: Danimarka, Finlandia, Norvegia eta Suedia.
Herrialde baltikoak: Estonia, Lituania eta Letonia.
Ipar Itsasoko herrialdeak: Islandia, Irlanda eta Erresuma Batua.",txiki
"Ipar Europa Europako kontinentearen iparraldean dagoen eskualde geografikoa da. Ez du muga garbirik, baina eskuarki honako herri hauek osatzen dute:

Eskandinaviako herrialdeak: Danimarka, Finlandia, Norvegia eta Suedia.
Itsaso Baltikoko herrialdeak: Estonia, Lituania eta Letonia, baita Iparraldeko Polonia eta Ipar-Mendebaldeko Errusia.
Ipar Itsasoko herrialdeak: Islandia, Irlanda, Erresuma Batua, Herbehereak, Belgika, Luxenburgo, baita Iparraldeko Alemania ere.",wiki
"Iparrorratza iparra seinalatzen duen tresna bat da.
Kutxa biribil txiki bat izaten da, barruan orratz bat duena: orratzaren punta iparraldera begira egoten da beti.
Orratza imanduta egoten da eta Lurraren ipar magnetikoa seinalatzen du geldirik dagoenean.
Iparrorratzak orientatzeko erabiltzen dira; hau da, iparraldea eta beste puntu kardinalak non dauden jakiteko.
Deutsch

Español
Français",txiki
"Iparrorratza orientatzeko balio duen tresna da, Txinan asmatua. Lurraren ipar magnetikoa seinalatzen du. Oso funtzionamendu sinplea du, imandutako orratz baten bidez Lurraren ipar magnetikoa seinalatzen duelako. Hala ere, haren seinaleak ez dira beti fidagarriak, perturbazio elektromagnetikoek iparrorratzaren interpretazio okerrak eragin ditzaketelako. Hans Christian Ørsted zientzialari danimarkarrak 1820an aurkitu zuen iparrorratza desbideratu egiten zela korrontedun hari baten ondoan jartzean.
XX mendearen erdialdetik, nabigazio-sistema aurreratuagoak iparrorratz magnetikoa ordezkatzen hasi dira, besteak beste iparrorratz giroskopikoa dela kausa, laser argi-sorten bidez kalibratzen baita. Hala ere, oraindik oso erabilia da higikortasun handiko jardueretan: gainerako sistemek ez bezala, energia elektrikorik erabiltzen ez duenez, horrelako jardueretarako ezin egokiagoa da.",wiki
"Isurialdea, geografian, ura itsaso edo ozeano berera isurtzen duten ibai guztiek okupatzen duten lurraldea da. Ibaiek beren ibaiadar guztiekin okupatzen duten lurraldeari ibai-arroa edo arro hidrografikoa deitzen zaio. Lurreko erliebearen eraginez, ibai-arro horiek isurialde batera edo bestera bideratzen dituzte ibaiak.
Ibai-arroen eta isurialdeen arteko mugari uren banalerroa deitzen zaio; izan ere, lerro edo muga horrek euri-ura banatu egiten du ibai-arro edo isurialde batera edo bestera lurraldeak duen aldapa edo erliebearen arabera.",txiki
"Geografian, isurialde hidrografikoa ozeano, itsaso edo aintzira berera urak isurtzen dituzten ibaien arro hidrografikoen multzoa da, maiz ezaugarri geografiko bereziak dituztenak. Gehienetan, itsaso edo aintziraren izena hartzen dute.",wiki
"Itsasadarra  ibai bat itsasoratzen den lekua da, itsasaldien eraginpean dagoena; horrek esan nahi du itsasoa ibaitik barrura sartzen dela itsasgora dagoenean, itsasoaren adar bat balitz bezala. Sakonera gutxikoak izaten dira eta itsasoaren maila igotzeagatik ibai-harana urpean gelditzen denean sortzen dira. 
Euskal Herrian, sei itsasadar dauzkagu: 

Debako itsasadarra
Urdaibaiko (edo Gernikako) itsasadarra
Oriako itsasadarra
Plentziakoa
Bilbokoa
Urumeakoa
Français",txiki
"Itsasadarra lehorrean barneratzen den itsas zatia da, itsasoan sakonera txikia egonik, itsasoa lehorrean sartu egiten delako besoa bailitzan. Itsasaldien menpe dagoen ur-eremua da, hortaz. Antzina itsas maila igo eta itsasertzeko ibai-haran bat hartuta eratu dira.Bideoa",wiki
"Itsasaldiak edo mareak ilargiaren grabitatearen eraginez itsasoaren mailan gertatzen diren gorabeherak dira. Izan ere, itsasoko uraren maila etengabe egoten da aldatzen egunean zehar ozeano guztietako kostaldean.
Itsasoko uraren mugimendu horretan, itsasgora eta itsasbehera bereizten ditugu: 
Itsasgora, itsasoaren maila bere punturik altuenera iristen denean.
Itsasbehera, itsasoaren maila bere punturik baxuenera iristen denean. Sei ordu eta 15 minutuko tartea egoten da batetik bestera. Normalean, egun bakoitzean bi itsasgora eta bi itsasbehera izaten dira; baina eguneko ordu desberdinetan gertatzen dira leku bakoitzean; hau da, itsasaldi bakoitzaren ordua aldatuz joaten da hilean zehar. Bestalde, itsasgorak eta itsasbeherak ez dute iraupen berbera: batez beste, itsasgora bakoitzak 12 ordu eta 25 minutu irauten du.
Itsasaldiak kostaldean eta itsasadarretan izaten dira oso nabarmenak.Bizkaiko Itsasoan gehiago nabari dira itsasaldiak, Mediterraneoan baino.",txiki
"Itsasaldia edo marea ilargiaren eta eguzkiaren grabitatearen eraginez itsas mailaren gorabehera erritmikoa da. Itsas mailak txandaka iristen ditu maila goreneko unea (itsasgora edo goraldi deitua) eta maila gutxienekoa (itsasbehera edo beheraldi deitua); batetik besterako tartea sei ordu eta 15 minutukoa da. Fenomeno hau kostalde eta itsasadarretan da agerikoa.
Badaude itsas mailan gorabeherak sortzen beste fenomenoak ere, adibidez presio atmosferikoa. 1 hektopascaleko aldaketa batek 1 zentimetroko gorabehera sor dezake. Aldaketa hauek marea barometriko dute izena. Itsas maila aldatzen duten beste fenomenoek ere (haizea, euria, ibaiak gainezka egitea edo tsunamiak) ez dituzte berez mareak sortzen.",wiki
"Itsasoa ur gazizko eremu zabala da, ozeanoa baino txikiagoa. Hala ere, oso zaila da zehaztea zer den itsasoa eta zer ez den; izan ere, batzuetan, aintzira edo laku handiei ere itsaso deitzen zaie eta. Hori gertatzen da, adibidez, Kaspiar itsasoarekin. Gehienetan, Hedadura horren zatia, eskualde edo lurralde jakin baten ondoan aurkitzen den ozeano zatiari deitzen zaio itsaso. Adibidez, Euskal Herrian Bizkaiko itsasoa edo Kantauri itsasoa deitzen diogu gure itsasoari, baina, berez, Ozeano Atlantikoaren zati bat besterik ez da.",txiki
"Itsasoa ur gaziko hedadura zabala da, kostatik haratago dagoena, eta Lurraren azaleraren % 71 estaltzen duena (361.132.000 km², eta bolumena osoa 1.332.000.000 km³ inguru). Itsasoek hidrosferaren azaleraren % 97,2 hartzen dute. Lurreko klima erregulatzen du eta eginkizun garrantzitsua du uraren zikloan, bai eta karbonoarenean eta nitrogenoarenean. Geografian, itsasoa ur eremua da, ozeanoa baino txikiagoa edo harexen zatia dena, eta batzuetan laku handiei ere itsaso deitzen zaie. Gizakiak historiaurretik baliatu izan dira itsasoaz, aztertuz, ustiatuz eta garraiobidetzat erabiliz. Itsasoaren azterketa zientifiko modernoa ozeanografia da.
Itsasoko uretan disolbatutako solido ugariena sodio kloruroa da. Horrez gain, urak magnesio-, kaltzio-, potasio- eta merkurio-gatzak ere baditu, eta besteak asko, horietako batzuk oso kontzentrazio txikietan. Gazitasuna asko aldatzen da, txikiagoa urazaletik eta ibai handien bokaleetatik hurbil eta handiagoa hondo sakonetan; hala ere, disolbatutako gatzen proportzio erlatiboak gutxi aldatzen dira itsasoan zehar.
Gizakiak elikagaiz hornitzen da itsasotik, batez ere arrainak, baina baita itsaskiak, ugaztunak eta algak ere, arrantzaleek harrapatuz edo urpean haziz. Itsasoak beste hainbat erabilera ere baditu, horien artean merkataritza, bidaiak, meatzaritza, energiaren sorrera, gerra eta aisialdiko jarduerak, hala nola igeriketa, bela eta urpekaritza. Jarduera horietako askok itsas kutsadura sortzen dute.",wiki
"Itsaso Beltza Europa eta Asiaren artean dagoen itsaso bat da; ondoko herri hauen artean kokatuta dago:

Ukraina iparraldean.
Errusia eta Georgia ekialdean.
Turkia hegoaldean.
Errumania eta Bulgaria mendebaldean.Mediterraneo itsasoarekin konektatuta dago Bosforo itsasarte estuaren bitartez. Europako ibai handi batzuk itsasoratzen dira bertara: Danubio, Don eta Dnieper ibaiak, hain zuzen. Iparraldeko kostaldean, Krimeako penintsula dago, gerra baten bitartez Errusiaren mende geratu dena.
Azalerari begiratzen badiogu, Euskal Herria baino 20 aldiz handiagoa da: 436.000 km² inguru ditu. Gaur egun, ur gazia du, baina Izotz Aroan ur gezatako laku edo aintzira bat zen; hala ere, beste itsasoek baino gazitasun gutxiago du.
Punturik sakonenean, 2.245 m ditu, baina batez besteko sakonera 1.200 m ingurukoa da.",txiki
"Itsaso Beltza, antzinako izena Ponto Euxino (antzinako grezieraz: Εὔξεινος Πόντος, Euxeinos Pontos, euskaraz: «itsaso abegikorra»), Ozeano Atlantikoaren bazterreko itsasoa da, Ekialdeko Europaren, Kaukasiaren eta Anatoliaren artean dagoena, Dardaneloak eta Bosforo itsasarteen bitartez Mediterraneoarekin lotua.",wiki
"Itsaso Gorria Indiako ozeanoko golko edo adar bat da, Afrika eta Asia bitartean dagoena, eta, zehazki, Afrikako ipar-ekialdea eta Arabiako penintsula bereizten dituena. 
Hegoaldean egiten du bat Indiako ozeanoarekin, Bab el-Mandeb itsasartearen eta Adengo golkoaren bidez. Haren iparraldean Sinai penintsula, Aqabako golkoa eta Suezko golkoa (Suezko kanalera iristen dena). Itsasoa 2.200 km luze da eta, gehienera ere, 335 km zabal. Gehienezko sakonera 2.130 m-koa da, eta batez bestekoa 500 m-koa. Gainera, sakonera gutxiko plataforma zabalak ere ditu, zeinetan itsas bizitza eta koral ugari dauden. 450.500 km2 inguruko azalera du. Itsaso hau Rift Haran Handiaren parte da eta Europa eta Ekialde Urrunaren arteko komunikazio-bide garrantzitsua da.

Deutsch

Español
Français",txiki
"Itsaso Gorria Indiako ozeanoko golko bat da, Afrikako ipar-ekialdea eta Arabiako penintsula bereizten dituena. Luze-meharra da: 2.250 kilometro luze eta 355 kilometro zabal. Hegoaldetik Adengo golkoarekin lotzen da, Bab el-Mandeb itsasarte estuaren bitartez; iparraldean, berriz, bi adar ditu: Suezko eta Akabako golkoak. Oso ur gaziak ditu; uharte txiki asko daude, eta koralezko harkaitz arriskutsuak. Mediterraneotik Suezko kanalean zehar Indiako ozeanora doan itsasbideko zati nagusietakoa da.",wiki
"Izozmendia edo iceberga itsasoan flotatzen dagoena izotz masa handi bat da. Glaziar baten muturra apurtzean eta uretara erortzen denean sortzen dira; beraz, izozmendiak ur gezatakoak dira, ez ur gazikoak. 
Oso ikusgarriak diren arren, izozmendi baten bolumenaren % 90a ur azpian dago, itsasoko uraren dentsitatea izozmendiarena baino handiagoa delako. Horren ondorioz ezin dugu jakin izozmendi batek duen benetako itxura zein den.",txiki
"Izozmendia edo iceberga ur gezaren izotzezko masa handi bat da, itsasoko uretan flotatzen duena. Glaziar baten ertza hautsi eta uretara erortzen denean sortzen da.
Ur aratzezko izotzaren dentsitatea 920 kg/m³ inguru izanik eta itsasoko ur gaziarena 1 025 kg/m³, izozmendi baten bolumenaren % 90 ur azpian dago: ur gaineko zatia bakarrik ikusita, oso zaila da haren ur azpiko zatiak zer itxura duen jakitea.
Izotz masa gogor-gogorra da maiz eta luze irauten du. Horregatik, ontzien metalezko kroskoak aise kalte ditzake: hondoratutako ezagunena Titanic izan zen, 1912ko apirilaren 14an 2.500 hildako eragin zituena.",wiki
"Kantzer tropikoa Lur planetako bost latitude-zirkulurik handienetako bat da, eta, zehazki, ekuatoretik iparraldera 23°27' dagoen paraleloa. Tropiko honek planetako lurralde tropikalaren iparraldeko muga markatzen du. 
Duela 2.000 urte latitude honi izen hau ipini zitzaionean, eguzkia ekaineko solstizioan (ekainaren 21ean) Kantzer konstelazioan zegoelako eman zitzaion izen hori. Gaur egun, ordea, eguzkia Taurus konstelazioan dago ekaineko solstizioan. Egun honetan, eguerdian, eguzkiaren izpiak bertikalki erortzen dira tropiko honen marraren gainera.

Français",txiki
"Kantzer tropikoa ekuatoretik iparraldera 23º27' dagoen paraleloa da. Eguzkia iparraldeenen modu zenitalean jo dezakeen paraleloa da. Ekaineko solstizioan eguzki izpiak elkartzutak dira latitude honetan. Kantzer tropikoak, era berean, zonalde tropikalaren iparraldeko muga zehazten du.
Izenaren jatorria egun horretan antzina Eguzkia Kantzer konstelazioan zegoelako eman zitzaion. Gaur egun, hala ere, Geminis konstelazioak hartzen du leku hori.
Lurraren esferako paraleloa, latitude zirkuluetan bosgarren handiena.",wiki
"Kaprikornio tropikoa Lur planetako bost latitude-zirkulurik handienetako bat da, eta, zehazki, ekuatoretik hegoaldera 23º27'  dagoen paraleloa. Tropiko honek planetako lurralde tropikalaren hegoaldeko muga markatzen du. 
Duela 2 000 urte latitude honi izen hau ipini zitzaionean, eguzkia neguko solstizioan (abenduaren 21ean) Kaprikornio konstelazioan zegoelako eman zitzaion izen hori. Gaur egun, ordea, eguzkia Ofiuko konstelazioan dago neguko solstizioan. Solstizioko egun honetan, eguerdian, eguzkiaren izpiak bertikalki erortzen dira tropiko honen marraren gainera.

Français",txiki
"Kaprikornio tropikoa ekuatoretik hegoaldera 23º27' dagoen paraleloa da. Eguzkia hegoaldeenen modu zenitalean jo dezakeen paraleloa da. Abenduko solstizioan eguzki izpiak elkarzutak dira latitude honetan. Kaprikornio tropikoak, era berean, zonalde tropikalaren hegoaldeko muga zehazten du.
Izenaren jatorria egun horretan antzina Eguzkia Kaprikornio konstelazioan zegoelako eman zitzaion. Gaur egun, hala ere, Ofiuko konstelazioak hartzen du leku hori.",wiki
"Karpatoak Europako hego-ekialdeko mendikate bat da. Europako bigarren mendikaterik zabalena da, Alpeen ondoren. 1.400 kilometroko luzera du; Eslovakia, Polonia, Ukraina eta Errumania zeharkatzen ditu. Mendi-adar txikienak Austria, Txekiar Errepublika, Hungaria eta Serbiaraino zabaltzen dira. Karpatoetako mendirik altuena Gerlachovsky stit da (2.655 m), Eslovakian dagoena.
Karpatoetan hainbat ibai jaiotzen dira, adibidez, Morava, Vistula, Tisza eta Dniester. 
Karpatoetan aurki ditzakegun animalia eta landareak Alpeetan bizi direnen antzekoak dira; besteak beste, hartzak, otsoak eta katamotzak. Ekialdean eta hegoaldean baso asko daude; Europako baso-eremu jarrai handiena osatzen dutela esaten da.
Karpatoetan Europako meatoki aberatsenetako batzuk daude; urre, zilar, burdina, ikatz eta petrolio ugari dago. Haranetako lurrak emankorrak dira eta horietan zerealak eta barazkiak landatzen dira.",txiki
"Karpatoak edo Karpato mendiak (errumanieraz: Munţii Carpaţi; polonieraz, txekieraz eta eslovakieraz: Karpaty; ukraineraz: Карпати. Karpaty; alemanez: Karpaten; serbieraz: Карпати, Karpati; hungarieraz: Kárpátok) Europako erdialdeko mendikate handiaren ekialdeko besoa dira, bere 1500 km luzera Errumania, Txekiar Errepublika, Eslovakia, Polonia, Ukraina, Austria, Serbia eta iparraldeko Hungarian zehar doa.",wiki
"Kaspiar itsasoa munduko aintzira edo lakurik handiena da. Itsaso deitzen zaio antzinako erromatarrek hala deitu ziotelako lur hauetara iritsi zirenean; izan ere, ur gazia zuela eta oso handia zela ikusi zuten; hala ere, haren urak beste itsasoek baino gatz edo gazitasun gutxiago dute. Esan bezala, aintzira bat da, osorik lurrez inguratuta dagoelako. Nolanahi, badago ubide bat aintzira erraldoi hau eta Itsaso Beltza konektatzen dituena.
Geografiaren ikuspuntutik, Asia eta Europa banatzen ditu. Honako herrialde hauen artean kokatuta dago:

Iran hegoaldean
Azerbaijan mendebaldean
Errusia mendebaldean eta iparraldean
Kazakhstan iparraldean eta ekialdean
Turkmenistan ekialdeanAzalera aldetik, 370.000 km² ditu. Horrek esan nahi du Euskal Herria baino 17 aldiz handiagoa dela, gutxi gorabehera. Munduko laku guztien ura kontatzen badugu, Kaspiar itsasoak ur horren erdia dauka. Haren punturik sakonenean 1.025 metroetara iristen da.
Ur gehiena Volga ibaitik datorkio. Lehenago, beste hainbat ibaitatik ere hartzen zuen ura, baina leku askotan ibaietako ura aprobetxatzeko lanak egin dira eta aspaldian baino ur gutxiago iristen zaio; horregatik, aintzira honen tamaina gutxitu egin zen.

Deutsch",txiki
"Kaspiar itsasoa (azerbaijaneraz: Xəzər Dənizi, errusieraz: Каспийское море, Kaspískoie more, kazakheraz: Каспий теңізі, Kaspij teñizi, turkmeneraz: Hazar deňzi, persieraz: دریای مازندران یا دریایخزر , Daryâ-ye Mâzandarân) Asia eta Europa artean, Kaukaso mendien ekialdean eta Erdialdeko Asiako estepa zabalaren mendebaldean dagoen ur masa itxi bat da. Azaleraz munduko ur masa itxirik handiena da, 371.000 km² baititu, Garabogazköleko laguna kenduta eta 78.200 kiometro kubo ur. Bere salinitatea %1,2 da (12 g/l), itsasoen batezbestekoaren herena. Kazakhstanekin inguratzen du bere iparreko erditik ekialdeko erdira, Errusiak iparralde-erditik mendebalde erdira, Azerbaijanek hego-mendebaldean, Iran hegoaldean eta Turkmenistanek hegoaldeko eta ekialdeko kostaldean.
1.200 kilometroko luzera du iparraldetik hegoaldera eta 320 kilometroko zabalera bataz beste. Bere gainazala itsasoaren maila baino 27 metro beherago dago. Ur geza Europako ibairik luzeenak ematen dio, Volgak, iparraldean itsasoratzen dena, sakonera eskaseko uretan. Bere erdialdean eta hegoaldean sakonune handiak ditu eta, horregatik, tenperatura, salinitatea eta ekologia oso aldakorrak dira maila horizontalean. Hegoaldeko punturik sakonena itsasoaren maila baino 1.023 metro beherago dago, itsasoetatik kanpo dagoen bigarren sakonunerik handiena, Baikal lakuak dituen 1.180 metroen atzetik. Antzina inguruan bizi ziren biztanleek idatziz utzi zuten Kaspiar itsasoa ozeanotzat zutela, ziurrenik tamainagatik eta ur gazia izateagatik. 
Kaspiar itsasoan hainbat arrain espezie bizi dira, eta famatua da bai bere kabiarragatik zein petrolioaren industriagatik. Industria horrek, eta, maila txikiagoan, bertara ura isurtzen duten ibaiek, kutsadura maila altuak eragin dituzte.",wiki
"Kaukaso mendikatea Itsaso Beltzaren eta Kaspiar Itsasoaren artean dagoen mendi altuen multzoa da. 1.000 kilometrotik gorako luzera du eta haran zabal batek banatutako bi mendilerroz osatuta dago. Iparraldeko lerroari Kaukaso Handia deitzen zaio eta hegoaldekoari, aldiz, Kaukaso Txikia. Kaukasoko mendirik altuena Elbrus da (5.642 m).
Mendikate hau Europaren eta Asiaren arteko muga izan da antzinatik. Greziarrek, erromatarrek eta persiarrek euren inperioen nagusitasunaren alde borrokatu zuten bertan; geroago, Errusiak eta Otomandar Inperioak liskar asko izan zituzten elkarren artean. Gaur egun ere bertako herrien arteko liskarrak gertatzen dira, mugak ez baitaude argi beti. Gaur egun 30 milioi pertsona inguru bizi dira eskualde hauetan, batez ere, Georgian, Armenian eta Azerbaijanen. Errusia iparraldean dago eta Turkia eta Iran, aldiz, hegoaldean.
Kaukasoko biztanleen artean, musulmanak eta kristau ortodoxoak aurkitzen dira. Armeniako eta Georgiako elizak munduko eliza kristau zaharrenen artean daude.",txiki
"Kaukaso Eurasiako mendi sistema da, Asiaren eta Europaren artean kokatua, Kaspiar itsasoaren eta Itsaso Beltzaren artean ipar-mendebaldetik hego-ekialderantz 1.200 kilometroz luzatzen dena.",wiki
"Kontinenteak ozeano eta itsasoek inguratzen dituzten lur-eremu zabalak dira; lurraren azaleko alde solidoa, bestela esanda. Nolabait, esan daiteke Lurreko erliebe-unitate nagusiak direla.",txiki
"Kontinentea lurrezko masa handi bat da, zeinetan lurrazala banatua dagoen. Banaketa hau geografikoa da, baina irizpide historiko eta kulturalek ere parte hartzen dute. Horregatik, banaketa mota ugari dago, nahiz eta gurean ohikoena honakoa izan: Europa, Asia, Amerika,  Afrika eta Ozeania. Bost hauei Antartika gehitu ohi zaie. Beste batzuetan Amerika bi kontinentetan banatzen da: Ipar Amerika eta Hego Amerika. Bestetan, Europa eta Asia bakartzat jotzen dira: Eurasia.
Uharte ozeanikoak, maiz, inguruko kontinente batekin taldekatzen dira, munduko lur lehor guztia eskualde geografikoetan banatzeko. Eskema honen arabera, Ozeano Bareko uharte eta lurralde gehienak Australiarekin batera Ozeania osatzen dute.",wiki
"Koordenatu geografikoak Lurreko edozein puntu adierazteko erabiltzen den sistema da. Bi lekuren arteko distantzia kalkulatzeko, edota pertsona, hiri edo mendi bat non dagoen zehazteko kokapen sistema bat da, mundu osoan erabiltzen dena.
Lurreko puntu baten kokapena zehazteko, zenbaki eta letra multzo bat erabiltzen da, Lurreko paralelo eta meridianoetan oinarrituta; horretarako, bi erreferentzia erabiltzen dituzte:",txiki
"Koordenatu geografikoen sistemak Lurreko edozein puntu adierazten du koordenatu esferikoen sistemako hiru koordenatutik bi erabiltzen dira.
Lurreko lekuen arteko distantzia kalkulatzeko, edo pertsona bat, hiri bat, mendi bat eta abar non dagoen, kokapen sistema zehatz bat sortu zen, erabilerraza eta gehiengoak onartua. Koordenatu geografikoak irudizko lerroak dira, paraleloak eta meridianoak, lurbira globoetan eta mapetan ageri direnak, sareta antzeko bat osatuz.",wiki
Kura Asia eta Europa artean dagoen ibai bat da,txiki
"Kura edo Mtkvari (georgieraz: მტკვარი, translit.: Mtkvari; azerbaijaneraz: Kür; turkieraz: Kura) Kaukasoko ibaia da. Kaukaso txikiko mendietan, ekialdeko Turkian, sortu, Georgia eta Azerbaijan zeharkatu eta Kaspiar Itsasora isurtzen da. Aspaldiko denboretan Cyrus latinezko izenez ezaguna zen.",wiki
"Latinoamerika Mexikok, Erdialdeko Amerikak eta Hego Amerikak osatutako lurralde zabala da. Mendebaldeko Indietako irla batzuk ere hartzen ditu, Karibe Itsasoan. Latinoamerikatzat ezagutzen da gune hori, jende gehiena latinetik (antzinako erromatarren hizkuntzatik) datozen hizkuntzetan mintzo delako. Hizkuntza horien artean daude gaztelania, portugesa eta frantsesa.
Latinoamerikar askok jatorri amerindiar, europar eta afrikarraren arteko nahasketa bat dute. Jende gehienak gaztelania edo portugesa hitz egiten du. Guyana Frantsesean eta Mendebaldeko Indietako zati batean frantsesez hitz egiten dute. Milioika amerindiar bertako hizkuntzan mintzatzen dira. Latinoamerikar gehienak katolikoak dira.",txiki
"Latinoamerika gaztelania, portugesa eta frantsesa eta  hitz egiten den Amerikako herrialdeen multzoa da, hau da, antzina Espainia, Portugal eta Frantziaren kolonia izandakoena. Herrialde horien guztiek antzekotasun handiak dituzte, latinetiko hizkuntza, erlijioa, legedi oinarria eta abar, Espainiaren menpe egon ziren estatuen artean batez ere. Quebec aldean frantsesa hitz egiten bada ere, gehienek ez dute Latinoamerikaren barnean sartzen. Izan ere, Quebeceko historia, kultura, ekonomia eta Britainiar moldeko erakunde politikoak Kanadako gainerakoari oso estu lotuta daude.Lurralde hartako biztanleak latinoamerikarrak dira.",wiki
"Latitudea ekuatoretik abiatuta iparraldera edo hegoaldera dagoen puntu baten kokapena zein den adierazten duen koordenatu geografikoa da. Ekuatoretik puntu horretaraino dagoen distantzia gradutan neurtzen da, 0° eta 90° bitartean, ekuatorea 0°ko latitudean egonik. Delako puntua, ekuatoretik iparraldera egonez gero, ipar-latitudean dagoela esaten da; eta, ekuatoretik hegoaldera badago, hego-latitudean dagoela.
Euskal Herria ipar hemisferioan dagoenez gero, ipar latitudean dago. Baiona da latituderik handienean dagoen euskal hiriburua, hots, iparralderago dagoena.
DeutschDeutschEspañolFrançaisItaliano",txiki
